"","date","close","realized_vol","log_rtn"
"1",2010-01-05,7.76810359954834,0.00533118208066764,0.0227146556755451
"2",2010-01-06,7.63037109375,0.00458901149284808,-0.0178895873542646
"3",2010-01-07,8.39249038696289,0.0222816447994138,0.0952008241856075
"4",2010-01-08,8.68631935119629,0.0138991631254484,0.0344119951953128
"5",2010-01-11,8.65877246856689,0.0122229284823972,-0.00317633438622389
"6",2010-01-12,8.70468330383301,0.00796877978854602,0.00528822636006732
"7",2010-01-13,8.35576152801514,0.00601751477869745,-0.0409098873336631
"8",2010-01-14,8.49349403381348,0.00393835717654182,0.0163491583605206
"9",2010-01-15,8.42921829223633,0.00448946668007387,-0.00759642419346918
"10",2010-01-18,9.08115196228027,0.0104830502169765,0.0744970142166124
"11",2010-01-19,9.3198881149292,0.00643710685659625,0.0259495711308513
"12",2010-01-20,9.10869789123535,0.0123754640791707,-0.0229208545406916
"13",2010-01-21,8.83323383331299,0.00750839008947162,-0.0307085891414478
"14",2010-01-22,8.79650497436523,0.00952313440567228,-0.00416669951688631
"15",2010-01-25,9.3198881149292,0.0101516634724685,0.0577961431990257
"16",2010-01-26,8.57613277435303,0.00888454971200427,-0.0831675374968435
"17",2010-01-27,8.46594715118408,0.0101812361468272,-0.0129311866910933
"18",2010-01-28,8.79650497436523,0.00872183735157856,0.038302580988911
"19",2010-01-29,9.03524112701416,0.01277420806685,0.0267781312009712
"20",2010-02-01,9.93509197235107,0.0200479102835972,0.0949405215777279
"21",2010-02-02,9.84327030181885,0.0118033965498642,-0.00928512977449047
"22",2010-02-03,10.2289209365845,0.0150368734968854,0.0384310905106231
"23",2010-02-04,10.7890329360962,0.0145614328594988,0.0533110552070353
"24",2010-02-05,9.7330846786499,0.0168546215881795,-0.102999275746607
"25",2010-02-08,9.82490634918213,0.0138693580935303,0.00938975225428429
"26",2010-02-09,9.25561237335205,0.00677312685792623,-0.0596905152247689
"27",2010-02-10,9.40252685546875,0.00626926746769467,0.0157483569681394
"28",2010-02-11,9.09033393859863,0.0064153193295154,-0.0337668231292625
"29",2010-02-12,9.44843769073486,0.00609603215382055,0.0386377596722718
"30",2010-02-22,9.72390270233154,0.0137829094371276,0.0287376463668725
"31",2010-02-23,10.3758354187012,0.0115561067008588,0.0648925346861779
"32",2010-02-24,10.3850173950195,0.0100204131841983,0.000884547181123185
"33",2010-02-25,11.4226016998291,0.011094690180245,0.0952298655400758
"34",2010-02-26,11.5419692993164,0.0127534598400533,0.0103958984943655
"35",2010-03-01,11.7072477340698,0.00818862927897294,0.0142182180901886
"36",2010-03-02,10.9726753234863,0.00787989886009507,-0.0647999935677528
"37",2010-03-03,11.1012258529663,0.00673932040193476,0.0116474185272541
"38",2010-03-04,10.6237535476685,0.00452107746387199,-0.0439631446565838
"39",2010-03-05,11.4868764877319,0.0138873164759614,0.0781128139852667
"40",2010-03-08,11.4317836761475,0.00766162066743753,-0.00480769096517308
"41",2010-03-09,11.0828619003296,0.00743467176067074,-0.0309975755677381
"42",2010-03-11,10.4860210418701,0.00667819797307295,-0.0553569014089845
"43",2010-03-12,10.4309282302856,0.0083406206767601,-0.00526777956645796
"44",2010-03-15,10.5135679244995,0.00801226656704029,0.00789134505377875
"45",2010-03-16,10.5778427124023,0.00614366020372384,0.0060948969209611
"46",2010-03-17,10.8349437713623,0.00504678046935355,0.024014942217669
"47",2010-03-18,11.2205934524536,0.00774390209842266,0.0349743456338834
"48",2010-03-19,11.1563186645508,0.00521768683816425,-0.00574475730469892
"49",2010-03-22,11.3675079345703,0.00415570753003683,0.018753070955007
"50",2010-03-23,11.7164306640625,0.013777967333591,0.0302330821942784
"51",2010-03-24,11.5786981582642,0.0103876622238902,-0.0118251426569929
"52",2010-03-25,11.2297763824463,0.00785646469058852,-0.0305981882227551
"53",2010-03-26,11.248140335083,0.00452345488101151,0.00163395540193312
"54",2010-03-29,11.1287727355957,0.00321281702259851,-0.0106689185740438
"55",2010-03-30,11.0736789703369,0.00443062635640843,-0.00496286437808857
"56",2010-03-31,11.1655006408691,0.00503552089120359,0.0082576960040841
"57",2010-04-01,11.2297763824463,0.00260247928416673,0.00574013154611519
"58",2010-04-02,11.0736789703369,0.00373259312019058,-0.0139978275501993
"59",2010-04-06,10.853307723999,0.00389002437279452,-0.0201011356049356
"60",2010-04-07,11.0094041824341,0.00580477986696414,0.0142799403523481
"61",2010-04-08,10.7798500061035,0.00298146250862562,-0.0210711819399285
"62",2010-04-09,10.7982149124146,0.00318721097143299,0.00170218328794869
"63",2010-04-12,10.4860210418701,0.00461215667320008,-0.0293377937699062
"64",2010-04-13,10.697211265564,0.00523215037662516,0.0199400373000653
"65",2010-04-14,10.8349437713623,0.00469009290941899,0.0127933673258855
